<html><head>
<meta http-equiv="content-type" content="text/html; charset=windows-1252"></head><body><font class="Normal"><b>0 - 50000</b> résultats <font class="Normal">sur un total de <b>64929</b> mots correspondant à votre requête</font><br><br> <pre>ortho	lemme	freqlivres	freqlemfilms2	orthosyll	
gagné	gagner	33.51	294.44	ga-gné	
installé	installer	33.51	70.76	ins-tal-lé	
entrait	entrer	33.45	450.11	en-trait	
conduit	conduire	33.45	169.64	con-duit	
descendait	descendre	33.45	235.97	des-cen-dait	
supporter	supporter	33.45	86.04	sup-por-ter	
prévu	prévoir	33.45	78.22	pré-vu	
devint	devenir	33.31	438.57	de-vint	
répétait	répéter	33.18	98.31	ré-pé-tait	
rappeler	rappeler	33.11	281.75	rap-pe-ler	
fermer	fermer	32.97	238.65	fer-mer	
levait	lever	32.84	165.98	le-vait	
attendaient	attendre	32.77	1351.46	at-ten-daient	
remarquer	remarquer	32.70	80.56	re-mar-quer	
descend	descendre	32.64	235.97	des-cend	
donnant	donner	32.57	1209.67	don-nant	
existait	exister	32.57	136.24	exis-tait	
comptait	compter	32.50	227.78	comp-tait	
pensant	penser	32.50	1485.47	pen-sant	
posait	poser	32.43	217.20	po-sait	
promener	promener	32.43	37.80	pro-me-ner	
entré	entrer	32.43	450.11	en-tré	
sembla	sembler	32.43	229.25	sem-bla	
tenter	tenter	32.43	79.75	ten-ter	
courait	courir	32.43	146.50	cou-rait	
aurai	avoir	32.36	13572.40	au-rai	
tournant	tourner	32.36	204.15	tour-nant	
venant	venir	32.36	2763.82	ve-nant	
restaient	rester	32.23	1003.56	res-taient	
remit	remettre	32.16	144.99	re-mit	
reconnu	reconnaître	32.09	140.73	re-con-nu	
frapper	frapper	32.09	160.04	frap-per	
quitte	quitter	32.03	276.23	quit-te	
soient	être	32.03	32236.50	soient	
mange	manger	31.96	467.82	man-ge	
glisse	glisser	31.96	34.75	glis-se	
comprend	comprendre	31.82	893.51	com-prend	
couper	couper	31.76	155.82	cou-per	
offrait	offrir	31.76	177.80	of-frait	
eût	avoir	31.76	13572.40	eût	
ferai	faire	31.69	8813.48	fe-rai	
taire	taire	31.69	154.46	tai-re	
cherchant	chercher	31.62	712.46	cher-chant	
jure	jurer	31.62	148.41	ju-re	
prévenir	prévenir	31.49	129.28	pré-ve-nir	
demandai	demander	31.49	909.77	de-man-dai	
laissez	laisser	31.42	1334.10	lais-sez	
occupait	occuper	31.42	375.14	oc-cu-pait	
reprend	reprendre	31.35	126.92	re-prend	
tend	tendre	31.22	26.63	tend	
approche	approcher	31.15	117.65	ap-pro-che	
restée	rester	31.08	1003.56	res-tée	
tomba	tomber	31.08	407.82	tom-ba	
habitait	habiter	31.01	128.30	ha-bi-tait	
retrouvait	retrouver	31.01	295.17	re-trou-vait	
regardez	regarder	30.95	1197.29	re-gar-dez	
répéter	répéter	30.88	98.31	ré-pé-ter	
bouge	bouger	30.88	211.90	bou-ge	
envoie	envoyer	30.88	360.16	en-voie	
vendre	vendre	30.81	206.95	ven-dre	
soupira	soupirer	30.74	9.81	sou-pi-ra	
laver	laver	30.68	74.35	la-ver	
prenaient	prendre	30.68	1913.83	pre-naient	
poussant	pousser	30.61	125.61	pous-sant	
tenez	tenir	30.61	504.69	te-nez	
glissa	glisser	30.61	34.75	glis-sa	
appelé	appeler	30.61	1165.48	ap-pe-lé	
découvert	découvrir	30.54	124.20	dé-cou-vert	
fermé	fermer	30.54	238.65	fer-mé	
avancer	avancer	30.41	95.62	a-van-cer	
change	changer	30.20	411.99	chan-ge	
savaient	savoir	30.20	4516.71	sa-vaient	
voulaient	vouloir	30.20	5249.30	vou-laient	
casser	casser	30.14	160.61	cas-ser	
demandais	demander	30.07	909.77	de-man-dais	
finissait	finir	30.00	557.61	fi-nis-sait	
entendais	entendre	29.93	728.67	en-ten-dais	
traversé	traverser	29.93	72.26	tra-ver-sé	
venais	venir	29.86	2763.82	ve-nais	
offre	offrir	29.80	177.80	of-fre	
rappelait	rappeler	29.73	281.75	rap-pe-lait	
installer	installer	29.73	70.76	ins-tal-ler	
partis	partir	29.66	1111.97	par-tis	
agir	agir	29.66	195.94	a-gir	
apporter	apporter	29.53	209.91	ap-por-ter	
connaissez	connaître	29.53	961.03	con-nais-sez	
suppose	supposer	29.53	120.31	sup-po-se	
mener	mener	29.53	99.86	me-ner	
montra	montrer	29.46	327.33	mon-tra	
racontait	raconter	29.46	253.84	ra-con-tait	
parlent	parler	29.39	1970.55	par-lent	
rêver	rêver	29.39	122.95	rê-ver	
suit	suivre	29.39	2090.54	suit	
touche	toucher	29.26	270.27	tou-che	
devoir	devoir	29.26	3232.57	de-voir	
ajoute	ajouter	29.19	38.88	a-jou-te	
prennent	prendre	29.12	1913.83	pren-nent	
crever	crever	29.05	64.95	cre-ver	
présenter	présenter	28.99	165.88	pré-sen-ter	
réveiller	réveiller	28.92	175.94	ré-veil-ler	
tut	taire	28.92	154.46	tut	
levant	lever	28.78	165.98	le-vant	
partit	partir	28.78	1111.97	par-tit	
monté	monter	28.72	277.32	mon-té	
portaient	porter	28.72	319.98	por-taient	
seraient	être	28.72	32236.50	se-raient	
vus	voir	28.72	4119.43	vus	
acheté	acheter	28.72	290.70	a-che-té	
attendit	attendre	28.65	1351.46	at-ten-dit	
juger	juger	28.65	56.12	ju-ger	
réponds	répondre	28.65	251.57	ré-pond-s	
offert	offrir	28.51	177.80	of-fert	
ose	oser	28.51	90.20	o-se	
éloigner	éloigner	28.45	41.15	é-loi-gner	
battait	battre	28.38	200.35	bat-tait	
continua	continuer	28.38	269.95	con-ti-nua	
ferme	fermer	28.38	238.65	fer-me	
ira	aller	28.31	9992.77	i-ra	
retrouva	retrouver	28.24	295.17	re-trou-va	
comprenez	comprendre	28.18	893.51	com-pre-nez	
serra	serrer	28.18	50.99	ser-ra	
montré	montrer	28.11	327.33	mon-tré	
traîner	traîner	28.04	65.49	traî-ner	
apparut	apparaître	28.04	43.78	ap-pa-rut	
avança	avancer	27.97	95.62	a-van-ça	
ouverte	ouvrir	27.97	413.32	ou-ver-te	
glissait	glisser	27.97	34.75	glis-sait	
apparaît	apparaître	27.91	43.78	ap-pa-raît	
imaginait	imaginer	27.84	194.29	i-ma-gi-nait	
travaillait	travailler	27.84	479.49	tra-vail-lait	
refuser	refuser	27.84	143.96	re-fu-ser	
touché	toucher	27.77	270.27	tou-ché	
irai	aller	27.70	9992.77	i-rai	
abandonner	abandonner	27.70	110.87	a-ban-don-ner	
approchait	approcher	27.70	117.65	ap-pro-chait	
expliqué	expliquer	27.57	200.93	ex-pli-qué	
mangé	manger	27.50	467.82	man-gé	
plaisait	plaire	27.50	607.21	plai-sait	
présente	présenter	27.50	165.88	pré-sen-te	
dirai	dire	27.43	5946.15	di-rai	
mirent	mettre	27.36	1004.83	mi-rent	
reprenait	reprendre	27.36	126.92	re-pre-nait	
serre	serrer	27.36	50.99	ser-re	
osait	oser	27.30	90.20	o-sait	
quitta	quitter	27.30	276.23	quit-ta	
rendit	rendre	27.23	508.81	ren-dit	
aperçu	apercevoir	27.23	34.56	a-per-çu	
accepté	accepter	27.16	165.84	ac-cep-té	
rends	rendre	27.16	508.81	rend-s	
décider	décider	27.16	207.76	dé-ci-der	
apparaissait	apparaître	27.09	43.78	ap-pa-rais-sait	
assure	assurer	27.09	107.71	as-su-re	
sache	savoir	27.09	4516.71	sa-che	
chercha	chercher	27.03	712.46	cher-cha	
aiment	aimer	26.96	1655.07	ai-ment	
serrait	serrer	26.96	50.99	ser-rait	
vêtu	vêtir	26.96	7.67	vê-tu	
emmener	emmener	26.96	272.71	em-me-ner	
ferais	faire	26.96	8813.48	fe-rais	
paraissaient	paraître	26.96	122.14	pa-rais-saient	
penche	pencher	26.89	16.90	pen-che	
remonte	remonter	26.89	71.33	re-mon-te	
couvert	couvrir	26.89	88.29	cou-vert	
fallut	falloir	26.89	1653.76	fal-lut	
osé	oser	26.82	90.20	o-sé	
protéger	protéger	26.82	130.71	pro-té-ger	
sortis	sortir	26.76	884.26	sor-tis	
retourné	retourner	26.69	245.35	re-tour-né	
embrasse	embrasser	26.69	138.97	em-bras-se	
pourraient	pouvoir	26.62	5524.47	pour-raient	
coulait	couler	26.62	47.56	cou-lait	
dormi	dormir	26.49	392.09	dor-mi	
pleurait	pleurer	26.49	191.64	pleu-rait	
concerne	concerner	26.42	49.31	con-cer-ne	
criait	crier	26.35	116.94	criait	
éprouvait	éprouver	26.35	23.35	é-prou-vait	
verra	voir	26.28	4119.43	ver-ra	
donnent	donner	26.28	1209.67	don-nent	
découvre	découvrir	26.28	124.20	dé-cou-vre	
permettait	permettre	26.22	172.86	per-met-tait	
lancer	lancer	26.08	75.22	lan-cer	
entouré	entourer	26.08	23.99	en-tou-ré	
ignorait	ignorer	26.01	156.55	i-gno-rait	
irait	aller	26.01	9992.77	i-rait	
descendu	descendre	26.01	235.97	des-cen-du	
voler	voler	26.01	238.82	vo-ler	
tirant	tirer	25.95	415.14	ti-rant	
deviner	deviner	25.95	72.77	de-vi-ner	
dort	dormir	25.95	392.09	dort	
exprimer	exprimer	25.95	30.02	ex-pri-mer	
parvenait	parvenir	25.88	22.73	par-ve-nait	
partait	partir	25.81	1111.97	par-tait	
permettre	permettre	25.81	172.86	per-met-tre	
arrivés	arriver	25.81	1252.42	ar-ri-vés	
caché	cacher	25.81	204.13	ca-ché	
reconnut	reconnaître	25.74	140.73	re-con-nut	
releva	relever	25.74	39.49	re-le-va	
passée	passer	25.68	1495.49	pas-sée	
apercevait	apercevoir	25.68	34.56	a-per-ce-vait	
secoua	secouer	25.68	19.00	se-coua	
tendu	tendre	25.68	26.63	ten-du	
écria	écrier	25.68	1.75	é-cria	
écrivait	écrire	25.68	305.92	é-cri-vait	
aimes	aimer	25.61	1655.07	ai-mes	
baissa	baisser	25.54	63.69	bais-sa	
saisi	saisir	25.54	36.81	sai-si	
sors	sortir	25.47	884.26	sors	
discuter	discuter	25.47	96.42	dis-cu-ter	
occupé	occuper	25.47	375.14	oc-cu-pé	
prenez	prendre	25.47	1913.83	pre-nez	
coupé	couper	25.41	155.82	cou-pé	
dise	dire	25.41	5946.15	di-se	
amuser	amuser	25.34	141.41	a-mu-ser	
risque	risquer	25.34	100.40	ris-que	
tenté	tenter	25.34	79.75	ten-té	
traverse	traverser	25.27	72.26	tra-ver-se	
tombée	tomber	25.20	407.82	tom-bée	
livrer	livrer	25.20	56.53	li-vrer	
restent	rester	25.20	1003.56	res-tent	
fout	foutre	25.20	400.67	fout	
fixé	fixer	25.14	32.73	fixé	
serré	serrer	25.14	50.99	ser-ré	
arrivée	arriver	25.14	1252.42	ar-ri-vée	
profiter	profiter	25.14	67.20	pro-fi-ter	
penché	pencher	25.07	16.90	pen-ché	
part	partir	25.00	1111.97	part	
perd	perdre	25.00	546.08	perd	
préparait	préparer	25.00	174.33	pré-pa-rait	
traversa	traverser	25.00	72.26	tra-ver-sa	
vienne	venir	25.00	2763.82	vien-ne	
allée	aller	25.00	9992.77	al-lée	
partager	partager	24.93	79.08	par-ta-ger	
pleure	pleurer	24.93	191.64	pleu-re	
quittait	quitter	24.93	276.23	quit-tait	
ramener	ramener	24.93	172.70	ra-me-ner	
lit	lire	24.86	281.09	lit	
marchant	marcher	24.86	364.37	mar-chant	
amuse	amuser	24.86	141.41	a-mu-se	
apportait	apporter	24.86	209.91	ap-por-tait	
avoue	avouer	24.86	61.56	a-voue	
menait	mener	24.80	99.86	me-nait	
fixer	fixer	24.80	32.73	fixer	
tenais	tenir	24.80	504.69	te-nais	
écoutez	écouter	24.80	470.93	é-cou-tez	
écris	écrire	24.80	305.92	é-cris	
perdait	perdre	24.73	546.08	per-dait	
lancé	lancer	24.66	75.22	lan-cé	
disparut	disparaître	24.66	166.13	dis-pa-rut	
essaya	essayer	24.66	670.40	es-saya	
pourvu	pourvoir	24.59	21.48	pour-vu	
cesse	cesser	24.59	68.11	ces-se	
demeurait	demeurer	24.59	13.18	de-meu-rait	
apporté	apporter	24.53	209.91	ap-por-té	
cherché	chercher	24.53	712.46	cher-ché	
manqué	manquer	24.53	253.94	man-qué	
plaindre	plaindre	24.53	61.25	plain-dre	
apparaître	apparaître	24.46	43.78	ap-pa-raî-tre	
allant	aller	24.39	9992.77	al-lant	
endormir	endormir	24.39	48.19	en-dor-mir	
manquer	manquer	24.39	253.94	man-quer	
relever	relever	24.39	39.49	re-le-ver	
roule	rouler	24.32	61.82	rou-le	
tiennent	tenir	24.26	504.69	tien-nent	
observer	observer	24.26	42.66	ob-ser-ver	
appela	appeler	24.26	1165.48	ap-pe-la	
appartenait	appartenir	24.19	80.57	ap-par-te-nait	
pénétrer	pénétrer	24.19	19.00	pé-né-trer	
refuse	refuser	24.19	143.96	re-fu-se	
étiez	être	24.19	32236.50	é-tiez	
emporter	emporter	24.19	69.02	em-por-ter	
interdit	interdire	24.12	63.72	in-ter-dit	
reconnais	reconnaître	24.12	140.73	re-con-nais	
comprenais	comprendre	24.12	893.51	com-pre-nais	
distinguer	distinguer	24.12	12.77	dis-tin-guer	
sentis	sentir	24.12	535.40	sen-tis	
souvenait	souvenir	24.12	315.05	sou-ve-nait	
tendait	tendre	24.12	26.63	ten-dait	
nourrir	nourrir	24.05	52.53	nour-rir	
rentré	rentrer	24.05	532.51	ren-tré	
durer	durer	24.05	74.39	du-rer	
seront	être	23.99	32236.50	se-ront	
sortie	sortir	23.99	884.26	sor-tie	
ferma	fermer	23.99	238.65	fer-ma	
permet	permettre	23.99	172.86	per-met	
laissaient	laisser	23.92	1334.10	lais-saient	
abandonné	abandonner	23.92	110.87	a-ban-don-né	
douter	douter	23.92	77.77	dou-ter	
alluma	allumer	23.78	54.80	al-lu-ma	
verras	voir	23.78	4119.43	ver-ras	
convaincre	convaincre	23.72	56.71	con-vain-cre	
allions	aller	23.65	9992.77	al-lions	
débarrasser	débarrasser	23.58	61.77	dé-bar-ras-ser	
espérer	espérer	23.51	301.08	es-pé-rer	
marché	marcher	23.45	364.37	mar-ché	
rencontre	rencontrer	23.45	241.04	ren-con-tre	
devenus	devenir	23.45	438.57	de-ve-nus	
annoncer	annoncer	23.38	55.67	an-non-cer	
annonça	annoncer	23.38	55.67	an-non-ça	
buvait	boire	23.38	339.05	bu-vait	
serrer	serrer	23.24	50.99	ser-rer	
mettent	mettre	23.24	1004.83	met-tent	
montrant	montrer	23.24	327.33	mon-trant	
payé	payer	23.24	416.68	payé	
assister	assister	23.18	30.57	as-sis-ter	
sauvé	sauver	23.18	246.54	sau-vé	
visiter	visiter	23.18	34.92	vi-si-ter	
viendra	venir	23.11	2763.82	vien-dra	
pourrai	pouvoir	23.11	5524.47	pour-rai	
crié	crier	23.04	116.94	crié	
apporte	apporter	22.97	209.91	ap-por-te	
appuyé	appuyer	22.97	40.95	ap-puyé	
bougeait	bouger	22.97	211.90	bou-geait	
glissé	glisser	22.97	34.75	glis-sé	
ignore	ignorer	22.97	156.55	i-gno-re	
arrivaient	arriver	22.91	1252.42	ar-ri-vaient	
roulait	rouler	22.91	61.82	rou-lait	
placé	placer	22.91	52.94	pla-cé	
proposa	proposer	22.91	70.02	pro-po-sa	
repartir	repartir	22.91	58.84	re-par-tir	
serrant	serrer	22.84	50.99	ser-rant	
intéresser	intéresser	22.70	140.80	in-té-res-ser	
parvenir	parvenir	22.70	22.73	par-ve-nir	
perdue	perdre	22.70	546.08	per-due	
refusé	refuser	22.70	143.96	re-fu-sé	
peindre	peindre	22.64	36.05	pein-dre	
tremblait	trembler	22.64	34.13	trem-blait	
courut	courir	22.64	146.50	cou-rut	
ajoutait	ajouter	22.57	38.88	a-jou-tait	
arrivant	arriver	22.57	1252.42	ar-ri-vant	
chantait	chanter	22.57	166.34	chan-tait	
produit	produire	22.57	49.81	pro-duit	
essayant	essayer	22.57	670.40	es-sayant	
intéressait	intéresser	22.57	140.80	in-té-res-sait	
habite	habiter	22.50	128.30	ha-bi-te	
inquiète	inquiéter	22.50	212.16	in-quiè-te	
but	boire	22.50	339.05	but	
trouvent	trouver	22.50	1335.49	trou-vent	
recommencer	recommencer	22.50	84.69	re-com-men-cer	
remplir	remplir	22.50	61.21	rem-plir	
failli	faillir	22.43	44.19	fail-li	
enlever	enlever	22.36	172.47	en-le-ver	
franchir	franchir	22.36	18.93	fran-chir	
née	naître	22.36	116.11	née	
remarqua	remarquer	22.36	80.56	re-mar-qua	
reviens	revenir	22.36	618.62	re-viens	
régler	régler	22.36	85.81	ré-gler	
court	courir	22.30	146.50	court	
jetant	jeter	22.30	192.18	je-tant	
laissent	laisser	22.30	1334.10	lais-sent	
regardent	regarder	22.30	1197.29	re-gar-dent	
poursuivre	poursuivre	22.23	64.83	pour-sui-vre	
semblent	sembler	22.23	229.25	sem-blent	
accompagner	accompagner	22.23	90.56	ac-com-pa-gner	
accomplir	accomplir	22.23	25.00	ac-com-plir	
redressa	redresser	22.16	8.93	re-dres-sa	
tromper	tromper	22.16	149.09	trom-per	
écoutant	écouter	22.16	470.93	é-cou-tant	
vérifier	vérifier	22.09	110.87	vé-ri-fier	
parlez	parler	22.03	1970.55	par-lez	
marcha	marcher	21.96	364.37	mar-cha	
montaient	monter	21.96	277.32	mon-taient	
préparé	préparer	21.96	174.33	pré-pa-ré	
retirer	retirer	21.96	80.26	re-ti-rer	
annonçait	annoncer	21.96	55.67	an-non-çait	
apprit	apprendre	21.96	348.47	ap-prit	
clos	clore	21.96	7.75	clos	
seras	être	21.96	32236.50	se-ras	
trembler	trembler	21.96	34.13	trem-bler	
suivant	suivre	21.89	2090.54	sui-vant	
cachait	cacher	21.89	204.13	ca-chait	
dira	dire	21.89	5946.15	di-ra	
aperçoit	apercevoir	21.82	34.56	a-per-çoit	
arrivent	arriver	21.82	1252.42	ar-ri-vent	
attendent	attendre	21.82	1351.46	at-ten-dent	
refusait	refuser	21.82	143.96	re-fu-sait	
reçut	recevoir	21.82	192.73	re-çut	
rompre	rompre	21.82	41.37	rom-pre	
maintenir	maintenir	21.76	121.32	main-te-nir	
prononcer	prononcer	21.76	24.99	pro-non-cer	
annonce	annoncer	21.76	55.67	an-non-ce	
demandant	demander	21.76	909.77	de-man-dant	
filer	filer	21.76	100.97	fi-ler	
étonne	étonner	21.76	53.63	é-ton-ne	
placer	placer	21.69	52.94	pla-cer	
prier	prier	21.62	313.12	prier	
risquait	risquer	21.62	100.40	ris-quait	
rêve	rêver	21.62	122.95	rê-ve	
expliquait	expliquer	21.62	200.93	ex-pli-quait	
propose	proposer	21.55	70.02	pro-po-se	
préférait	préférer	21.55	179.44	pré-fé-rait	
regrette	regretter	21.55	89.11	re-gret-te	
renoncer	renoncer	21.55	41.65	re-non-cer	
mène	mener	21.49	99.86	mè-ne	
rentrant	rentrer	21.49	532.51	ren-trant	
frappa	frapper	21.49	160.04	frap-pa	
accompagné	accompagner	21.49	90.56	ac-com-pa-gné	
auras	avoir	21.42	13572.40	au-ras	
possédait	posséder	21.42	42.76	pos-sé-dait	
recevait	recevoir	21.42	192.73	re-ce-vait	
sortaient	sortir	21.42	884.26	sor-taient	
voyaient	voir	21.35	4119.43	voyaient	
engager	engager	21.35	68.22	en-ga-ger	
subir	subir	21.28	30.13	su-bir	
devine	deviner	21.28	72.77	de-vi-ne	
prêter	prêter	21.22	62.00	prê-ter	
retenu	retenir	21.22	71.58	re-te-nu	
prouver	prouver	21.15	88.83	prou-ver	
brûler	brûler	21.15	110.28	brû-ler	
boit	boire	21.08	339.05	boit	
embrassa	embrasser	21.08	138.97	em-bras-sa	
restés	rester	21.08	1003.56	res-tés	
pouvons	pouvoir	21.01	5524.47	pou-vons	
cesser	cesser	21.01	68.11	ces-ser	
criant	crier	20.95	116.94	criant	
reposer	reposer	20.95	95.20	re-po-ser	
rêvé	rêver	20.88	122.95	rê-vé	
fumer	fumer	20.88	98.49	fu-mer	
déteste	détester	20.81	122.87	dé-tes-te	
entraîner	entraîner	20.81	50.68	en-traî-ner	
lutter	lutter	20.81	25.41	lut-ter	
chasser	chasser	20.81	54.93	chas-ser	
allumer	allumer	20.74	54.80	al-lu-mer	
faits	faire	20.74	8813.48	faits	
répondis	répondre	20.74	251.57	ré-pon-dis	
établir	établir	20.68	26.38	é-ta-blir	
décide	décider	20.61	207.76	dé-ci-de	
frappe	frapper	20.61	160.04	frap-pe	
ennuie	ennuyer	20.54	62.48	en-nuie	
céder	céder	20.54	24.21	cé-der	
étendu	étendre	20.54	21.90	é-ten-du	
régnait	régner	20.47	22.75	ré-gnait	
écraser	écraser	20.47	54.42	é-cra-ser	
laissée	laisser	20.47	1334.10	lais-sée	
lâcher	lâcher	20.41	171.08	lâ-cher	
mettant	mettre	20.41	1004.83	met-tant	
meurt	mourir	20.41	916.40	meurt	
nommé	nommer	20.41	45.60	nom-mé	
sut	savoir	20.41	4516.71	sut	
collé	coller	20.41	51.31	col-lé	
conduisait	conduire	20.41	169.64	con-dui-sait	
coule	couler	20.41	47.56	cou-le	
coûte	coûter	20.41	83.15	coû-te	
referma	refermer	20.34	11.97	re-fer-ma	
détruire	détruire	20.34	126.08	dé-trui-re	
rejoint	rejoindre	20.27	96.98	re-joint	
appartient	appartenir	20.27	80.57	ap-par-tient	
traiter	traiter	20.27	104.04	trai-ter	
viendrait	venir	20.27	2763.82	vien-drait	
voient	voir	20.20	4119.43	voient	
élever	élever	20.20	52.03	é-le-ver	
épouser	épouser	20.20	118.78	é-pou-ser	
exister	exister	20.20	136.24	exis-ter	
allongé	allonger	20.20	41.05	al-lon-gé	
commençaient	commencer	20.20	436.83	com-men-çaient	
dirigea	diriger	20.20	65.10	di-ri-gea	
craignait	craindre	20.14	117.44	crai-gnait	
mangeait	manger	20.14	467.82	man-geait	
présentait	présenter	20.14	165.88	pré-sen-tait	
enfoncer	enfoncer	20.14	23.30	en-fon-cer	
interrompit	interrompre	20.07	27.47	in-ter-rom-pit	
cache	cacher	20.07	204.13	ca-che	
taper	taper	20.07	61.07	ta-per	
éclata	éclater	20.07	41.33	é-cla-ta	
marqué	marquer	20.07	43.78	mar-qué	
passèrent	passer	20.07	1495.49	pas-sè-rent	
planté	planter	20.07	38.29	plan-té	
jouaient	jouer	20.00	570.12	jouaient	
possède	posséder	20.00	42.76	pos-sè-de	
amené	amener	20.00	190.32	a-me-né	
doute	douter	20.00	77.77	dou-te	
déclara	déclarer	20.00	41.59	dé-cla-ra	
travaillé	travailler	20.00	479.49	tra-vail-lé	
résister	résister	19.93	38.91	ré-sis-ter	
traversait	traverser	19.86	72.26	tra-ver-sait	
éprouve	éprouver	19.86	23.35	é-prou-ve	
attendez	attendre	19.86	1351.46	at-ten-dez	
naître	naître	19.86	116.11	naî-tre	
flottait	flotter	19.80	12.79	flot-tait	
admettre	admettre	19.73	50.05	ad-met-tre	
craindre	craindre	19.73	117.44	crain-dre	
téléphoner	téléphoner	19.73	60.49	té-lé-pho-ner	
observait	observer	19.73	42.66	ob-ser-vait	
préféré	préférer	19.73	179.44	pré-fé-ré	
plaire	plaire	19.66	607.21	plai-re	
constater	constater	19.66	10.58	cons-ta-ter	
gagne	gagner	19.66	294.44	ga-gne	
imaginais	imaginer	19.66	194.29	i-ma-gi-nais	
claquer	claquer	19.59	15.13	cla-quer	
prépare	préparer	19.59	174.33	pré-pa-re	
traînait	traîner	19.59	65.49	traî-nait	
éclater	éclater	19.59	41.33	é-cla-ter	
étendre	étendre	19.59	21.90	é-ten-dre	
imposer	imposer	19.53	23.62	im-po-ser	
parlais	parler	19.53	1970.55	par-lais	
prenais	prendre	19.53	1913.83	pre-nais	
observa	observer	19.46	42.66	ob-ser-va	
fournir	fournir	19.46	25.67	four-nir	
découvrit	découvrir	19.39	124.20	dé-cou-vrit	
fussent	être	19.39	32236.50	fus-sent	
réfléchit	réfléchir	19.39	116.71	ré-flé-chit	
réussit	réussir	19.39	131.88	réus-sit	
saute	sauter	19.39	123.03	sau-te	
souleva	soulever	19.39	24.26	sou-le-va	
vivent	vivre	19.39	510.19	vi-vent	
avaler	avaler	19.39	35.89	a-va-ler	
brillait	briller	19.39	28.91	bril-lait	
devenaient	devenir	19.39	438.57	de-ve-naient	
mettaient	mettre	19.39	1004.83	met-taient	
parvint	parvenir	19.39	22.73	par-vint	
portent	porter	19.39	319.98	por-tent	
revenue	revenir	19.32	618.62	re-ve-nue	
considérer	considérer	19.32	43.00	con-si-dé-rer	
volé	voler	19.26	238.82	vo-lé	
éloigne	éloigner	19.26	41.15	é-loi-gne	
morts	mourir	19.26	916.40	morts	
relève	relever	19.26	39.49	re-lè-ve	
jouant	jouer	19.19	570.12	jouant	
lance	lancer	19.19	75.22	lan-ce	
croient	croire	19.19	1711.99	croient	
éloigna	éloigner	19.19	41.15	é-loi-gna	
éteint	éteindre	19.12	57.32	é-teint	
représentait	représenter	19.12	48.78	re-pré-sen-tait	
savons	savoir	19.05	4516.71	sa-vons	
éprouver	éprouver	19.05	23.35	é-prou-ver	
foutu	foutre	19.05	400.67	fou-tu	
dure	durer	19.05	74.39	du-re	
ajouté	ajouter	18.99	38.88	a-jou-té	
allai	aller	18.92	9992.77	al-lai	
conclut	conclure	18.92	27.26	con-clut	
donnée	donner	18.92	1209.67	don-née	
proposé	proposer	18.92	70.02	pro-po-sé	
devinait	deviner	18.85	72.77	de-vi-nait	
réveillé	réveiller	18.78	175.94	ré-veil-lé	
sauté	sauter	18.78	123.03	sau-té	
souffert	souffrir	18.78	113.83	souf-fert	
brûlait	brûler	18.72	110.28	brû-lait	
pesait	peser	18.72	23.41	pe-sait	
ressembler	ressembler	18.72	148.62	res-sem-bler	
ouvrant	ouvrir	18.65	413.32	ou-vrant	
pouvant	pouvoir	18.65	5524.47	pou-vant	
accepte	accepter	18.65	165.84	ac-cep-te	
continué	continuer	18.65	269.95	con-ti-nué	
demeura	demeurer	18.65	13.18	de-meu-ra	
